Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
87	84.691574	10.559742	104.89736	65.459755	200.0	39.5657	5.068335	50.62726	23.332575	352000	-2.6077032e-08	23.3419	-0.025142383	-13.824593	5.88419	0.014693495	0.199	25.0	899.8079733848572
88	76.83128	24.500612	116.14423	23.46278	200.0	36.817852	8.442576	50.751404	6.2757654	356000	0.0	44.33731	-0.017680712	-28.870403	5.904416	0.017974004	0.215	13.0	910.7313141822815
89	86.021996	15.977143	112.45581	54.77589	200.0	38.674477	7.54886	52.624805	5.5939975	360000	-7.450581e-09	53.52545	-0.0065478906	-38.84974	5.852998	0.019883618	0.2185	2.0	921.499947309494
90	84.09463	14.49603	110.2784	50.873077	200.0	40.483242	5.7221594	53.496937	22.189558	364000	-1.1641532e-08	42.58584	-0.004637674	-29.442003	5.9109726	0.01754502	0.24325001	3.0	932.3990259170532
91	78.41362	22.600658	115.76997	36.44635	200.0	37.271774	7.374632	52.789795	15.425552	368000	-7.450581e-09	47.258007	-0.02399743	-31.258389	5.9403	0.016008958	0.19150001	17.0	942.9950814247131
92	76.74963	25.110994	100.01766	8.108865	200.0	37.058384	8.747987	52.759983	12.097446	372000	-2.6077032e-08	47.02041	-0.010406133	-31.892803	5.866791	0.011188394	0.095	3.0	953.7922704219818
93	84.61664	23.576641	126.01218	8.475827	200.0	38.12401	7.687988	49.38189	6.3451295	376000	3.9115548e-08	49.209778	-0.035687402	-27.959112	5.82862	0.010919727	0.2225	79.0	964.9093594551086
94	88.179726	14.445704	127.31858	53.29831	200.0	40.79501	7.0998025	53.914207	13.144703	380000	1.8626451e-09	47.902954	-0.032179892	-27.674103	5.8040476	0.0153645035	0.2165	54.0	976.1444778442383
95	86.386314	21.202345	120.96322	24.60423	200.0	41.02932	5.113061	50.77727	25.331202	384000	2.2351742e-08	52.48327	-0.017768156	-35.5532	5.7266703	0.016791053	0.206	13.0	987.1443681716919
96	83.44712	20.642439	114.07495	35.099144	200.0	38.915726	9.280384	52.189594	4.3829026	388000	4.656613e-09	58.481247	-0.021959245	-33.84323	5.6952467	0.014812992	0.18525	18.0	998.346063375473
97	92.14928	19.783966	122.34437	34.87965	200.0	39.730244	6.26649	52.63846	20.809664	392000	9.313226e-10	50.532524	-0.021546923	-29.818405	5.6301107	0.016314713	0.19625	24.0	1009.5005829334259
98	88.72966	17.123152	113.609276	51.2766	200.0	42.05609	5.814977	51.947895	16.970284	396000	1.1175871e-08	36.46685	-0.017187798	-21.691933	5.6316295	0.015770113	0.18975	11.0	1020.5344996452332
